stamp,slip_ratio_fr_wheel_status,slip_angle_fr_wheel_status,wheel_speed_fr_wheel_status,slip_ratio_fl_wheel_status,slip_angle_fl_wheel_status,wheel_speed_fl_wheel_status,slip_ratio_rr_wheel_status,slip_angle_rr_wheel_status,wheel_speed_rr_wheel_status,slip_ratio_rl_wheel_status,slip_angle_rl_wheel_status,wheel_speed_rl_wheel_status
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=273471356)",0.024323189663135913,4.6531175874662e-310,16.88888888888889,0.03948586845749154,1.581e-320,17.13888888888889,0.014214737133565419,5e-324,16.72222222222222,0.020953705486612344,4.65425028596124e-310,16.833333333333332
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=282505778)",0.024575755459967402,4.6531175874662e-310,16.88888888888889,0.03300154292263163,1.581e-320,17.02777777777778,0.019520282982368735,5e-324,16.805555555555554,0.022890597967434513,4.65425028596124e-310,16.86111111111111
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=291993888)",0.019601365572468298,4.6531175874662e-310,16.805555555555554,0.03308369767921185,1.581e-320,17.02777777777778,-0.0006221325876467073,5e-324,16.47222222222222,0.02297194859915424,4.65425028596124e-310,16.86111111111111
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=302581920)",0.01971469351958228,4.6531175874662e-310,16.805555555555554,0.01971469351958228,1.581e-320,16.805555555555554,0.02308565118410992,5e-324,16.86111111111111,0.03488400300995645,4.65425028596124e-310,17.055555555555557
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=312887866)",0.01961993614308972,4.6531175874662e-310,16.805555555555554,0.04489976927060442,1.581e-320,17.22222222222222,0.04152912485360259,5e-324,17.166666666666668,0.017934613934588915,4.65425028596124e-310,16.77777777777778
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=323846622)",0.023017033602367964,4.6531175874662e-310,16.86111111111111,0.04492678885250102,1.581e-320,17.22222222222222,0.02807313096778322,5e-324,16.944444444444443,0.06346581252569065,4.65425028596124e-310,17.52777777777778
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=332283275)",0.02307638927554493,4.6531175874662e-310,16.86111111111111,0.02139092570177957,1.581e-320,16.833333333333332,0.04330195216072883,5e-324,17.194444444444446,0.044987415734493975,4.65425028596124e-310,17.22222222222222
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=343506282)",0.020798438889758783,4.6531175874662e-310,16.75,0.029262770887186325,1.581e-320,16.88888888888889,0.05973436607792539,5e-324,17.38888888888889,0.05973436607792539,4.65425028596124e-310,17.38888888888889
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=352496823)",0.020807290184794578,4.6531175874662e-310,16.75,0.04789338743679588,1.581e-320,17.194444444444446,0.056357792828046274,5e-324,17.333333333333336,0.056357792828046274,4.65425028596124e-310,17.333333333333336
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=362390214)",0.028857453100394958,4.6531175874662e-310,16.88888888888889,0.04747165044267194,1.581e-320,17.194444444444446,0.044087250925894224,5e-324,17.13888888888889,0.044087250925894224,4.65425028596124e-310,17.13888888888889
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=372546548)",0.02495270750251408,4.6531175874662e-310,16.833333333333332,0.021570025299535604,1.581e-320,16.77777777777778,0.033409413009960594,5e-324,16.97222222222222,0.03171807190847124,4.65425028596124e-310,16.944444444444443
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=382983624)",0.024447157568610853,4.6531175874662e-310,16.833333333333332,0.0362807055933309,1.581e-320,17.02777777777778,0.04642374675737663,5e-324,17.194444444444446,0.03120918501130793,4.65425028596124e-310,16.944444444444443
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=392592652)",0.03034675571434294,4.6531175874662e-310,16.944444444444443,0.03541403484080707,1.581e-320,17.02777777777778,0.003321267039868464,5e-324,16.5,-5.69190444407373e-05,4.65425028596124e-310,16.444444444444446
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=402402138)",0.03125721098992332,4.6531175874662e-310,16.97222222222222,0.046447579073244614,1.581e-320,17.22222222222222,0.011003386878828333,5e-324,16.63888888888889,0.016066842906602027,4.65425028596124e-310,16.72222222222222
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=412899117)",0.03922543566248918,4.6531175874662e-310,16.97222222222222,0.037524575702321386,1.581e-320,16.944444444444443,0.01371253625997322,5e-324,16.555555555555557,0.012011676299805431,4.65425028596124e-310,16.52777777777778
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=422518338)",0.03348866724576296,4.6531175874662e-310,16.88888888888889,0.05898592054952363,1.581e-320,17.305555555555557,0.0028919632812502414,5e-324,16.38888888888889,0.03348866724576296,4.65425028596124e-310,16.88888888888889
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=433171116)",0.043274417067300786,4.6531175874662e-310,17.055555555555557,0.058566713082945254,1.581e-320,17.305555555555557,0.00419410502732044,5e-324,16.416666666666668,0.01778725704122659,4.65425028596124e-310,16.63888888888889
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=442457437)",0.0397573825169675,4.6531175874662e-310,17.0,0.036359482574101494,1.581e-320,16.944444444444443,0.029563682688369706,5e-324,16.833333333333332,0.04485423243126629,4.65425028596124e-310,17.083333333333332
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=452465125)",0.047996561865851134,4.6531175874662e-310,17.0,0.044571736500276356,1.581e-320,16.944444444444443,0.03772208576912703,5e-324,16.833333333333332,0.053133799914213076,4.65425028596124e-310,17.083333333333332
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=462777066)",0.042419039688286156,4.6531175874662e-310,16.916666666666668,0.049265798569654184,1.581e-320,17.02777777777778,0.02016707332384001,5e-324,16.555555555555557,0.0407073499679441,4.65425028596124e-310,16.88888888888889
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=473323041)",0.04585982774266291,4.6531175874662e-310,16.97222222222222,0.07324731914017958,1.581e-320,17.416666666666668,0.03387780025624952,5e-324,16.77777777777778,0.05270670059204202,4.65425028596124e-310,17.083333333333332
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=482976765)",0.04953265929367295,4.6531175874662e-310,16.944444444444443,0.04437102326435988,1.581e-320,16.86111111111111,0.040929932578151015,5e-324,16.805555555555554,0.03404775120573351,4.65425028596124e-310,16.694444444444443
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=492378895)",0.04799400267526448,4.6531175874662e-310,16.944444444444443,0.05143004858567528,1.581e-320,17.0,0.03424981903362171,5e-324,16.72222222222222,0.04971202563046988,4.65425028596124e-310,16.97222222222222
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=504662643)",0.053166397049151014,4.6531175874662e-310,17.02777777777778,0.051448344199152354,1.581e-320,17.0,0.05488444989914968,5e-324,17.055555555555557,0.04457613279915792,4.65425028596124e-310,16.88888888888889
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=512991925)",0.04801792979277225,4.6531175874662e-310,16.944444444444443,0.06348048941266583,1.581e-320,17.194444444444446,0.054890178512725055,5e-324,17.055555555555557,0.05317211633273686,4.65425028596124e-310,17.02777777777778
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=522547473)",0.04502324944029488,4.6531175874662e-310,16.944444444444443,0.04331009657236014,1.581e-320,16.916666666666668,0.03474433223268557,5e-324,16.77777777777778,0.05016270804409975,4.65425028596124e-310,17.02777777777778
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=533480602)",0.03979254423392978,4.6531175874662e-310,16.833333333333332,0.06552998344764098,1.581e-320,17.25,0.05523500776215646,5e-324,17.083333333333332,0.07239330057129727,4.65425028596124e-310,17.36111111111111
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=542528358)",0.053372106512432696,4.6531175874662e-310,17.055555555555557,0.06538123476257433,1.581e-320,17.25,0.07052800401263523,5e-324,17.333333333333336,0.06709682451259463,4.65425028596124e-310,17.27777777777778
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=552918815)",0.04613959639699889,4.6531175874662e-310,16.944444444444443,0.04270963050717279,1.581e-320,16.88888888888889,0.05471451112156448,5e-324,17.083333333333332,0.08043925529526125,4.65425028596124e-310,17.5
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=562491261)",0.04578001761806533,4.6531175874662e-310,16.944444444444443,0.0423512306750554,1.581e-320,16.88888888888889,0.05435198497559048,5e-324,17.083333333333332,0.08006788704816593,4.65425028596124e-310,17.5
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=572360005)",0.04035488246323901,4.6531175874662e-310,16.916666666666668,0.04206318276285007,1.581e-320,16.944444444444443,0.06597938695740753,5e-324,17.333333333333336,0.05914618575896242,4.65425028596124e-310,17.22222222222222
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=582539031)",0.047917505116925004,4.6531175874662e-310,17.055555555555557,0.06669127149524114,1.581e-320,17.36111111111111,0.04450409304814014,5e-324,17.0,0.047917505116925004,4.65425028596124e-310,17.055555555555557
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=593180223)",0.04671635497644917,4.6531175874662e-310,17.055555555555557,0.03137360710220133,1.581e-320,16.805555555555554,0.051830604267864976,5e-324,17.13888888888889,0.048421104740254295,4.65425028596124e-310,17.083333333333332
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=603054706)",0.04207898926150276,4.6531175874662e-310,17.0,0.059106423726560046,1.581e-320,17.27777777777778,0.03356527202897412,5e-324,16.86111111111111,0.03356527202897412,4.65425028596124e-310,16.86111111111111
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=613091992)",0.05068829310009261,4.6531175874662e-310,17.166666666666668,0.05748886457646859,1.581e-320,17.27777777777778,0.03878729301643448,5e-324,16.97222222222222,0.0319867215400585,4.65425028596124e-310,16.86111111111111
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=622478462)",0.04001904579081011,4.6531175874662e-310,17.055555555555557,0.04848825626141933,1.581e-320,17.194444444444446,0.016305256473104317,5e-324,16.666666666666668,0.026468309037835213,4.65425028596124e-310,16.833333333333332
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=632549949)",0.03908809447223125,4.6531175874662e-310,17.055555555555557,0.03570344269870598,1.581e-320,17.0,0.01370320617079231,5e-324,16.63888888888889,0.025549487378130353,4.65425028596124e-310,16.833333333333332
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=642742345)",0.03498289607926961,4.6531175874662e-310,17.0,0.03498289607926961,1.581e-320,17.0,0.021453707895226916,5e-324,16.77777777777778,0.028218301987248263,4.65425028596124e-310,16.88888888888889
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=652582346)",0.034436580116249116,4.6531175874662e-310,17.0,0.034436580116249116,1.581e-320,17.0,0.02091453331734395,5e-324,16.77777777777778,0.027675556716796532,4.65425028596124e-310,16.88888888888889
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=662442680)",0.044109230045067276,4.6531175874662e-310,17.166666666666668,0.03566174436509098,1.581e-320,17.02777777777778,0.017077275869143083,5e-324,16.72222222222222,0.03059325295710507,4.65425028596124e-310,16.944444444444443
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=672987517)",0.037861745050157575,4.6531175874662e-310,17.11111111111111,0.0344920640597351,1.581e-320,17.055555555555557,0.037861745050157575,5e-324,17.11111111111111,0.03617690455494623,4.65425028596124e-310,17.083333333333332
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=682322462)",0.034322941080645125,4.6531175874662e-310,17.055555555555557,0.034322941080645125,1.581e-320,17.055555555555557,0.017477290574445647,5e-324,16.77777777777778,0.034322941080645125,4.65425028596124e-310,17.055555555555557
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=693670999)",0.042555783722316665,4.6531175874662e-310,17.194444444444446,0.05771410691052482,1.581e-320,17.444444444444446,0.04760855811838598,5e-324,17.27777777777778,0.030765976798154644,4.65425028596124e-310,17.0
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=702525112)",0.042266482521306215,4.6531175874662e-310,17.194444444444446,0.028796156414407102,1.581e-320,16.97222222222222,0.030479947177769518,5e-324,17.0,0.05068543633811808,4.65425028596124e-310,17.333333333333336
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=712299881)",0.034980661644854714,4.6531175874662e-310,17.083333333333332,0.034980661644854714,1.581e-320,17.083333333333332,0.041712243184008437,5e-324,17.194444444444446,0.01983460318175928,4.65425028596124e-310,16.833333333333332
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=722397085)",0.03745252836234547,4.6531175874662e-310,17.166666666666668,0.03241635104019802,1.581e-320,17.083333333333332,0.03913125413639462,5e-324,17.194444444444446,0.04416743145854186,4.65425028596124e-310,17.27777777777778
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=732661493)",0.03240413148126675,4.6531175874662e-310,17.055555555555557,0.04921853101679232,1.581e-320,17.333333333333336,0.03240413148126675,5e-324,17.055555555555557,0.04417421115613452,4.65425028596124e-310,17.25
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=743245916)",0.03202354669724517,4.6531175874662e-310,17.055555555555557,0.04883174778351957,1.581e-320,17.333333333333336,0.03202354669724517,5e-324,17.055555555555557,0.043789287457637126,4.65425028596124e-310,17.25
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=753117859)",0.036608917834275216,4.6531175874662e-310,17.13888888888889,0.03324875926755137,1.581e-320,17.083333333333332,0.03492883855091329,5e-324,17.11111111111111,0.04332923496772268,4.65425028596124e-310,17.25
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=762458146)",0.03450588786296591,4.6531175874662e-310,17.166666666666668,0.03952776110501907,1.581e-320,17.25,0.03450588786296591,5e-324,17.166666666666668,0.03115797236826366,4.65425028596124e-310,17.11111111111111
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=772248708)",0.033706466892130374,4.6531175874662e-310,17.166666666666668,0.030361138520311085,1.581e-320,17.11111111111111,0.028688474334401443,5e-324,17.083333333333332,0.042069787821678375,4.65425028596124e-310,17.305555555555557
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=784357083)",0.032887883902076545,4.6531175874662e-310,17.166666666666668,0.029545204666147403,1.581e-320,17.11111111111111,0.01617448772243125,5e-324,16.88888888888889,0.03455922352004112,4.65425028596124e-310,17.194444444444446
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=792424107)",0.030475966426430228,4.6531175874662e-310,17.13888888888889,0.028805827096727698,1.581e-320,17.11111111111111,0.028805827096727698,5e-324,17.11111111111111,0.025465548437322856,4.65425028596124e-310,17.055555555555557
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=802937553)",0.03652171035447108,4.6531175874662e-310,17.25,0.05154376412772429,1.581e-320,17.5,0.018161422409383735,5e-324,16.944444444444443,0.008146719893881743,4.65425028596124e-310,16.77777777777778
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=812500307)",0.0357021375130904,4.6531175874662e-310,17.25,0.01902416428421611,1.581e-320,16.97222222222222,0.02069196160710358,5e-324,17.0,0.030698745544428196,4.65425028596124e-310,17.166666666666668
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=822635453)",0.028344676585528795,4.6531175874662e-310,17.166666666666668,0.03167265288515822,1.581e-320,17.22222222222222,0.008376818787751395,5e-324,16.833333333333332,0.013368783237195852,4.65425028596124e-310,16.916666666666668
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=832498971)",0.036547658958841406,4.6531175874662e-310,17.305555555555557,0.03155625771184845,1.581e-320,17.22222222222222,0.026564856464855707,5e-324,17.13888888888889,0.004935451061220197,4.65425028596124e-310,16.77777777777778
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=842706229)",0.02814622421264242,4.6531175874662e-310,17.166666666666668,0.03979189341893439,1.581e-320,17.36111111111111,0.026482557183172075,5e-324,17.13888888888889,0.018164222035820576,4.65425028596124e-310,17.0
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=852392340)",0.02815225907641599,4.6531175874662e-310,17.166666666666668,0.021497551897927885,1.581e-320,17.055555555555557,0.018170198308683726,5e-324,17.0,0.019833875103305806,4.65425028596124e-310,17.02777777777778
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=862620333)",0.026316544485375383,4.6531175874662e-310,17.13888888888889,0.02132635058998465,1.581e-320,17.055555555555557,0.0030289729735516057,5e-324,16.75,0.024653146520245067,4.65425028596124e-310,17.11111111111111
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=872575607)",0.034465417519964424,4.6531175874662e-310,17.305555555555557,0.041107250056208154,1.581e-320,17.416666666666668,0.019521294313415986,5e-324,17.055555555555557,0.017860836179355,4.65425028596124e-310,17.02777777777778
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=882608552)",0.03464419240443169,4.6531175874662e-310,17.305555555555557,0.023018976759437954,1.581e-320,17.11111111111111,0.02800121203586393,5e-324,17.194444444444446,0.044608662957283426,4.65425028596124e-310,17.472222222222225
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=892598817)",0.026570932183142992,4.6531175874662e-310,17.166666666666668,0.023248696156660236,1.581e-320,17.11111111111111,0.01826534211693631,5e-324,17.02777777777778,0.016604224103694932,4.65425028596124e-310,17.0
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=902517374)",0.02521427741865569,4.6531175874662e-310,17.13888888888889,0.0235526659479609,1.581e-320,17.11111111111111,0.02521427741865569,5e-324,17.13888888888889,0.036845557713519,4.65425028596124e-310,17.333333333333336
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=912728346)",0.03176216194278151,4.6531175874662e-310,17.25,0.043392331240043255,1.581e-320,17.444444444444446,0.02179344540227147,5e-324,17.083333333333332,0.018470539888768265,4.65425028596124e-310,17.02777777777778
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=922901832)",0.029952312989930924,4.6531175874662e-310,17.25,0.015025467874134824,1.581e-320,17.0,0.028293774643731312,5e-324,17.22222222222222,0.03990354306712839,4.65425028596124e-310,17.416666666666668
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=932728343)",0.032415556945459396,4.6531175874662e-310,17.25,0.017453012641902015,1.581e-320,17.0,0.030753052022841863,5e-324,17.22222222222222,0.04239058648116439,4.65425028596124e-310,17.416666666666668
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=942628168)",0.027396223986042738,4.6531175874662e-310,17.166666666666668,0.03238358429665453,1.581e-320,17.25,0.01742150336481895,5e-324,17.0,0.014096596491077619,4.65425028596124e-310,16.944444444444443
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=952453034)",0.025683209674232287,4.6531175874662e-310,17.13888888888889,0.03233269563646391,1.581e-320,17.25,0.033995067127021876,5e-324,17.27777777777778,0.022358466693116367,4.65425028596124e-310,17.083333333333332
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=962534544)",0.025371105010005487,4.6531175874662e-310,17.13888888888889,0.017061776768433297,1.581e-320,17.0,0.008752448526861106,5e-324,16.86111111111111,0.025371105010005487,4.65425028596124e-310,17.13888888888889
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=973087376)",0.025371105010005487,4.6531175874662e-310,17.13888888888889,0.017061776768433297,1.581e-320,17.0,0.008752448526861106,5e-324,16.86111111111111,0.025371105010005487,4.65425028596124e-310,17.13888888888889
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=982699302)",0.03039753165852218,4.6531175874662e-310,17.25,0.040353063365367876,1.581e-320,17.416666666666668,0.01712348938272806,5e-324,17.02777777777778,0.012145723529305107,4.65425028596124e-310,16.944444444444443
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=992552886)",0.030365833607556306,4.6531175874662e-310,17.25,0.040321059053040016,1.581e-320,17.416666666666668,0.01709219968024484,5e-324,17.02777777777778,0.01211458695750288,4.65425028596124e-310,16.944444444444443
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=2927131)",0.027115982558734684,4.6531175874662e-310,17.194444444444446,0.0221380375705662,1.581e-320,17.11111111111111,0.02379735256662236,5e-324,17.13888888888889,0.01716009258239793,4.65425028596124e-310,17.02777777777778
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=12203662)",0.020521242814764855,4.6531175874662e-310,17.11111111111111,0.020521242814764855,1.581e-320,17.11111111111111,0.007267720180806916,5e-324,16.88888888888889,0.020521242814764855,4.65425028596124e-310,17.11111111111111
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=22484650)",0.028804694460988618,4.6531175874662e-310,17.25,0.03543145577796759,1.581e-320,17.36111111111111,0.030461384790233414,5e-324,17.27777777777778,0.028804694460988618,4.65425028596124e-310,17.25
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=32786195)",0.028893732120931024,4.6531175874662e-310,17.25,0.03552106694940721,1.581e-320,17.36111111111111,0.030550565828050123,5e-324,17.27777777777778,0.028893732120931024,4.65425028596124e-310,17.25
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=42361283)",0.022431654353017454,4.6531175874662e-310,17.13888888888889,0.02740295899330758,1.581e-320,17.22222222222222,0.03734556827388805,5e-324,17.38888888888889,0.035688466727124606,4.65425028596124e-310,17.36111111111111
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=53102432)",0.0275742848873709,4.6531175874662e-310,17.22222222222222,0.0275742848873709,1.581e-320,17.22222222222222,-0.0006011390530892225,5e-324,16.75,0.004370994583462502,4.65425028596124e-310,16.833333333333332
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=62559926)",0.022887602070082134,4.6531175874662e-310,17.13888888888889,0.031176804680050407,1.581e-320,17.27777777777778,0.004651356328151889,5e-324,16.833333333333332,0.007967037372139283,4.65425028596124e-310,16.88888888888889
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=72997152)",0.023157288327673987,4.6531175874662e-310,17.13888888888889,0.01486590025370578,1.581e-320,17.0,0.016524177868499464,5e-324,17.02777777777778,0.016524177868499464,4.65425028596124e-310,17.02777777777778
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=82696207)",0.02009576814922736,4.6531175874662e-310,17.083333333333332,0.015119691231426318,1.581e-320,17.0,0.01014361431362528,5e-324,16.916666666666668,0.02009576814922736,4.65425028596124e-310,17.083333333333332
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=94091425)",0.02865905133104939,4.6531175874662e-310,17.22222222222222,0.035295561339636995,1.581e-320,17.333333333333336,0.013726903811727705,5e-324,16.97222222222222,0.012067776309580804,4.65425028596124e-310,16.944444444444443
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=102907827)",0.029000855423721102,4.6531175874662e-310,17.22222222222222,0.01738310383022757,1.581e-320,17.02777777777778,0.009084709834874959,5e-324,16.88888888888889,0.010744388633945523,4.65425028596124e-310,16.916666666666668
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=112654746)",0.029325028028713222,4.6531175874662e-310,17.22222222222222,0.01770361642193752,1.581e-320,17.02777777777778,0.009402608131383359,5e-324,16.88888888888889,0.011062809789494234,4.65425028596124e-310,16.916666666666668
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=122928245)",0.017924294104228442,4.6531175874662e-310,17.055555555555557,0.016266436947706853,1.581e-320,17.02777777777778,0.016266436947706853,5e-324,17.02777777777778,0.032845008512922345,4.65425028596124e-310,17.305555555555557
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=133018787)",0.024811025245015238,4.6531175874662e-310,17.166666666666668,0.03973545765149604,1.581e-320,17.416666666666668,0.019836214442854827,5e-324,17.083333333333332,-0.0017212990331729758,4.65425028596124e-310,16.72222222222222
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=145534577)",0.028461256675810218,4.6531175874662e-310,17.166666666666668,0.04343884779244823,1.581e-320,17.416666666666668,0.023468726303597406,5e-324,17.083333333333332,0.001834428024009191,4.65425028596124e-310,16.72222222222222
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=152620669)",0.023625450969860465,4.6531175874662e-310,17.083333333333332,0.021961019342267362,1.581e-320,17.055555555555557,0.01863215608708073,5e-324,17.0,0.020296587714674047,4.65425028596124e-310,17.02777777777778
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=162383790)",0.031919559532114124,4.6531175874662e-310,17.22222222222222,0.021933241214061545,1.581e-320,17.055555555555557,0.026926400373087835,5e-324,17.13888888888889,0.01860446844137721,4.65425028596124e-310,17.0
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=172691181)",0.03042557474349718,4.6531175874662e-310,17.22222222222222,0.035411504943869083,1.581e-320,17.305555555555557,0.003833947008181219,5e-324,16.77777777777778,0.003833947008181219,4.65425028596124e-310,16.77777777777778
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=182713266)",0.030696204457225238,4.6531175874662e-310,17.22222222222222,0.035683444156211955,1.581e-320,17.305555555555557,0.004097592729296937,5e-324,16.77777777777778,0.004097592729296937,4.65425028596124e-310,16.77777777777778
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=192790816)",0.024448204431329404,4.6531175874662e-310,17.11111111111111,0.0161328780966595,1.581e-320,16.97222222222222,0.014469812829725474,5e-324,16.944444444444443,0.029437400232131476,4.65425028596124e-310,17.194444444444446
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=202849353)",0.02660464796379541,4.6531175874662e-310,17.13888888888889,0.03326010759403069,1.581e-320,17.25,0.016621458518442385,5e-324,16.97222222222222,0.004974404165530699,4.65425028596124e-310,16.77777777777778
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=213034564)",0.026905235920447815,4.6531175874662e-310,17.13888888888889,0.015254771331398858,1.581e-320,16.944444444444443,0.008597362994799544,5e-324,16.833333333333332,0.026905235920447815,4.65425028596124e-310,17.13888888888889
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=223285861)",0.020841584174966066,4.6531175874662e-310,17.055555555555557,0.020841584174966066,1.581e-320,17.055555555555557,0.025829409504811104,5e-324,17.13888888888889,0.017516367288402564,4.65425028596124e-310,17.0
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=233378878)",0.020841584174966066,4.6531175874662e-310,17.055555555555557,0.020841584174966066,1.581e-320,17.055555555555557,0.025829409504811104,5e-324,17.13888888888889,0.017516367288402564,4.65425028596124e-310,17.0
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=242222252)",0.023696319889233274,4.6531175874662e-310,17.083333333333332,0.022031773027624928,1.581e-320,17.055555555555557,0.0120444918579738,5e-324,16.88888888888889,0.028689960474058945,4.65425028596124e-310,17.166666666666668
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=252514506)",0.02581311032639987,4.6531175874662e-310,17.11111111111111,0.014156143163599963,1.581e-320,16.916666666666668,-0.0008313860457143204,5e-324,16.666666666666668,0.002499176000799847,4.65425028596124e-310,16.72222222222222
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=262560099)",0.024368610566251395,4.6531175874662e-310,17.083333333333332,0.014374770463166158,1.581e-320,16.916666666666668,0.002715290342899763,5e-324,16.72222222222222,-0.0039472697258238,4.65425028596124e-310,16.61111111111111
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=272195240)",0.02640250979199462,4.6531175874662e-310,17.11111111111111,0.021403796270280433,1.581e-320,17.02777777777778,-0.008588484860005127,5e-324,16.52777777777778,-0.00025729565714800306,4.65425028596124e-310,16.666666666666668
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=282568520)",0.026948921336605144,4.6531175874662e-310,17.11111111111111,0.031950295953504335,1.581e-320,17.194444444444446,-0.008060700981688143,5e-324,16.52777777777778,0.00861054774130853,4.65425028596124e-310,16.805555555555554
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=292695945)",0.022633126449502085,4.6531175874662e-310,17.02777777777778,0.01929663990317409,1.581e-320,16.97222222222222,0.012623666810518307,5e-324,16.86111111111111,-0.004058765921121252,4.65425028596124e-310,16.583333333333332
