stamp,average_steering_ang_fdbk,secondary_steering_ang_fdbk,primary_steering_angle_fbk
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=180884886)",30.0,30.0,29.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=190891803)",30.0,30.0,29.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=201753151)",29.5,30.0,29.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=210889511)",29.5,30.0,29.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=220895550)",29.5,30.0,29.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=230961156)",29.5,30.0,29.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=240894452)",29.5,30.0,29.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=250913103)",29.5,30.0,29.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=261747537)",29.5,30.0,29.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=270892712)",29.5,30.0,29.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=280904966)",29.5,30.0,29.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=291767007)",29.5,30.0,29.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=300950152)",29.5,30.0,29.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=310924486)",29.5,30.0,29.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=320902369)",29.5,30.0,29.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=330888846)",29.5,30.0,29.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=341750721)",29.5,30.0,29.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=351747634)",29.5,30.0,29.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=361744258)",29.5,30.0,29.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=370914216)",29.5,30.0,29.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=382418880)",29.5,30.5,29.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=390898980)",30.0,30.5,29.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=402043590)",30.0,30.5,29.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=411336848)",30.0,30.5,29.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=420876095)",30.0,30.5,29.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=433226185)",30.0,30.5,29.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=440908899)",30.0,30.5,29.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=450892041)",30.0,30.5,29.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=460887777)",30.5,31.5,29.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=471752005)",30.5,31.5,30.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=482773457)",31.0,31.5,30.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=491043538)",31.0,31.5,30.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=501754299)",31.0,31.5,30.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=510981668)",31.0,31.5,30.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=520916834)",32.5,33.5,31.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=532564823)",35.5,36.5,34.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=540877393)",38.0,39.0,37.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=551024757)",39.5,40.5,38.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=560953601)",40.5,41.5,39.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=572624457)",40.5,41.5,39.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=581168526)",42.5,43.5,41.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=591117490)",45.5,46.5,44.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=601756978)",48.0,49.0,47.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=611758088)",49.5,50.5,48.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=621754123)",50.0,51.0,49.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=631752585)",50.5,51.5,49.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=645967753)",51.0,52.0,50.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=650914915)",52.5,53.5,51.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=660929392)",55.5,56.5,54.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=671763576)",58.0,59.0,57.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=681443017)",60.0,60.5,59.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=692856996)",60.5,61.5,59.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=701761859)",61.0,62.0,60.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=712052604)",61.0,62.0,60.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=721758302)",63.0,63.5,62.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=731760182)",66.0,67.0,65.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=741759436)",68.5,69.0,68.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=750970564)",69.5,70.0,69.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=761756901)",69.5,70.0,69.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=771756882)",69.5,70.0,69.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=781825323)",69.5,70.5,69.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=790922605)",71.5,72.5,70.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=801754020)",74.0,75.0,73.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=811999606)",76.5,77.0,75.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=822686723)",77.5,78.0,77.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=833206862)",77.5,78.0,76.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=841821034)",77.5,78.0,77.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=850976732)",77.5,78.0,76.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=861758436)",77.5,78.0,76.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=871772246)",78.5,79.0,77.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=881760887)",80.5,81.0,80.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=891755226)",82.0,82.5,81.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=901750959)",83.0,83.5,82.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=911758344)",82.5,83.0,82.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=921753928)",82.5,83.0,82.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=931334226)",83.0,83.5,82.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=941032310)",84.0,84.5,83.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=951773162)",84.0,85.0,83.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=961760168)",84.5,85.0,84.0
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=972744401)",85.0,85.0,84.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=991183589)",85.0,85.0,84.5
"builtin_interfaces.msg.Time(sec=1751477603, nanosec=991183589)",85.0,85.0,84.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=1758767)",84.5,85.0,84.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=11755802)",85.0,85.5,84.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=21752733)",85.0,85.5,84.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=30987999)",85.0,85.5,84.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=42222806)",85.0,85.5,84.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=50890944)",85.0,85.5,84.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=62841515)",85.0,85.5,84.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=71742635)",85.0,85.5,84.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=81744010)",85.0,86.0,84.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=94064853)",85.5,86.0,84.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=101834998)",85.5,86.0,85.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=110891431)",85.5,86.0,85.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=121748377)",85.5,86.0,85.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=131870705)",85.5,86.0,85.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=141738433)",85.5,86.0,85.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=151753176)",85.5,86.0,85.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=161005630)",85.5,86.0,85.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=171756231)",85.0,86.0,84.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=186430362)",85.5,86.0,85.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=191764522)",85.5,86.0,85.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=201761619)",85.0,86.0,84.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=211758858)",85.0,85.5,84.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=221759153)",85.0,85.5,84.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=231755047)",84.5,85.5,83.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=241753876)",84.5,85.0,83.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=251754902)",84.5,85.0,83.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=261782899)",84.0,85.0,83.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=271787056)",84.0,85.0,83.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=281761733)",84.0,84.5,83.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=291770768)",83.5,84.0,82.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=301759597)",83.0,83.5,82.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=312140445)",82.5,83.0,81.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=321759177)",82.0,83.0,81.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=331756832)",82.0,83.0,81.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=341755584)",82.0,83.0,81.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=351797653)",82.0,83.0,81.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=361763810)",81.5,82.5,81.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=371763887)",81.0,82.0,80.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=382362978)",81.0,81.5,80.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=391878966)",80.5,81.5,79.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=401755277)",80.5,81.5,79.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=412506587)",80.5,81.0,79.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=421757669)",80.0,80.5,79.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=431785107)",79.5,80.0,78.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=441780778)",78.5,79.0,77.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=451782656)",78.0,79.0,77.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=461767788)",77.0,78.0,76.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=471751948)",77.0,78.0,76.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=481760204)",77.0,78.0,76.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=491764230)",77.0,77.5,76.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=502361028)",76.5,77.0,75.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=511784723)",76.0,76.5,75.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=521762130)",75.0,76.0,74.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=533764241)",75.0,75.5,74.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=541793583)",74.5,75.0,74.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=551762726)",74.0,75.0,73.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=561849992)",74.0,74.5,73.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=571767402)",73.0,73.5,72.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=581761818)",72.0,72.5,71.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=591774002)",71.0,72.0,70.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=601763791)",70.5,71.5,70.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=611767854)",70.5,71.0,70.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=621774114)",70.0,70.5,69.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=631810616)",70.0,70.5,69.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=642451655)",69.0,70.0,68.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=651772249)",69.0,70.0,68.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=661763782)",69.0,69.5,68.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=671759662)",68.0,69.0,67.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=681780830)",67.5,68.0,67.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=691794211)",66.0,67.0,65.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=701764260)",65.0,65.5,64.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=711759760)",64.0,65.0,63.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=721974616)",63.5,64.0,62.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=731801193)",63.0,63.5,62.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=741751916)",63.0,63.5,62.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=751785138)",62.5,63.5,62.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=761872586)",62.5,63.0,62.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=771764246)",61.5,62.5,60.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=782229989)",61.0,62.0,60.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=792029326)",60.5,61.0,60.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=801752117)",60.0,61.0,59.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=811796031)",60.5,61.0,59.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=822151057)",59.5,60.0,59.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=831980463)",59.0,59.5,58.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=841807425)",58.5,59.0,57.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=851831507)",57.5,58.5,57.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=861880982)",57.0,57.5,56.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=871806270)",56.0,56.5,55.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=881788848)",55.0,56.0,54.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=891793129)",54.5,55.0,53.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=901761254)",54.0,54.5,53.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=911752642)",54.0,54.5,53.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=921746578)",54.0,54.5,53.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=932221481)",53.5,54.5,52.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=942968798)",53.0,54.0,52.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=951784547)",52.0,53.0,51.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=962382905)",52.0,53.0,51.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=971772059)",52.0,52.5,51.0
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=981789609)",51.5,52.0,50.5
"builtin_interfaces.msg.Time(sec=1751477604, nanosec=991884234)",50.5,51.5,50.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=1799691)",50.5,51.0,50.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=11766302)",50.0,50.5,49.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=21798197)",49.5,50.0,48.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=31837896)",48.0,48.5,47.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=41802546)",47.0,47.5,46.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=51764408)",46.5,47.0,45.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=61883121)",45.5,46.5,44.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=71802760)",46.0,46.5,45.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=81947857)",46.0,46.5,45.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=91781673)",45.5,46.5,45.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=101754058)",45.0,46.0,44.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=111761645)",44.5,45.5,44.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=121757899)",44.0,45.0,43.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=131817364)",43.0,44.0,42.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=142296430)",43.0,43.5,42.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=151785928)",43.0,43.5,42.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=161765456)",43.0,43.5,42.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=171802379)",42.0,42.5,41.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=181799991)",41.5,42.0,41.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=191795356)",40.5,41.0,40.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=201794392)",39.0,39.5,38.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=211904340)",38.0,38.5,37.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=222411645)",37.0,38.0,36.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=231757601)",37.0,37.5,36.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=242326210)",37.0,37.5,36.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=251787143)",37.0,37.5,36.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=261785789)",36.5,37.0,36.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=271794412)",35.5,36.0,35.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=281786688)",34.5,35.0,34.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=291772483)",33.5,34.0,33.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=301801046)",33.0,33.5,32.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=314240146)",33.0,33.5,32.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=321886314)",32.5,33.5,32.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=331918288)",32.5,33.5,32.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=341884206)",32.5,33.5,31.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=351876210)",32.0,32.5,31.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=361889784)",32.0,32.5,31.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=371797900)",31.0,32.0,30.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=381766865)",31.0,32.0,30.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=391843178)",31.0,31.5,30.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=401906810)",31.0,31.5,30.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=411808723)",30.0,30.5,29.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=421754147)",29.0,29.5,28.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=431797260)",28.0,28.5,27.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=441750884)",27.0,28.0,26.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=452292660)",26.5,27.0,25.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=461770288)",26.5,27.0,25.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=471944598)",26.0,27.0,25.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=481787781)",25.5,26.0,25.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=491902471)",25.0,25.5,24.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=504082232)",24.5,25.0,23.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=511931928)",23.5,24.5,23.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=521911754)",23.5,24.0,22.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=531775193)",23.5,24.0,22.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=541796899)",23.0,23.5,22.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=551854561)",22.0,22.5,21.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=561878205)",21.0,21.5,20.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=571863754)",20.0,21.0,19.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=582400767)",19.5,20.0,18.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=591810807)",19.0,20.0,18.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=601800353)",19.0,20.0,18.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=611788991)",19.0,20.0,18.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=621771502)",19.0,19.5,18.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=631765028)",18.5,19.0,17.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=641759923)",17.5,18.5,16.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=651814810)",17.0,18.0,16.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=661781509)",16.5,17.0,15.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=671758933)",16.5,17.0,15.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=691775322)",16.0,17.0,15.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=691775322)",16.0,17.0,15.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=701793052)",16.0,16.5,15.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=711775117)",15.5,16.5,15.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=721801105)",15.5,16.0,14.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=734228942)",15.0,16.0,14.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=741784423)",15.5,16.0,14.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=741784423)",15.5,16.0,14.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=762190380)",15.0,15.5,14.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=771818470)",14.5,15.5,14.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=781814950)",14.0,15.0,13.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=791784151)",13.5,14.5,13.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=801795897)",13.5,14.0,13.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=811841295)",13.5,14.5,13.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=821962208)",12.5,13.5,12.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=831792585)",11.5,12.0,11.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=841806716)",10.0,10.5,9.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=852616546)",9.0,10.0,8.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=861815361)",8.5,9.5,7.5
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=871825665)",8.5,9.5,8.0
"builtin_interfaces.msg.Time(sec=1751477605, nanosec=882325864)",8.5,9.5,8.0
